term,year,date,pmid,pmcid,link,title,journal,authors,abstract
Illumina Hiseq,2013,2013/12/1:2013/12/31,24376689,3871651,https://www.ncbi.nlm.nih.gov/pubmed/24376689,"De Novo transcriptome sequencing reveals important molecular networks and metabolic pathways of the plant, Chlorophytum borivilianum.",PloS one,"Kalra S, Puniya BL, Kulshreshtha D, Kumar S, Kaur J, Ramachandran S, Singh K","Chlorophytum borivilianum, an endangered medicinal plant species is highly recognized for its aphrodisiac properties provided by saponins present in the plant. The transcriptome information of this species is limited and only few hundred expressed sequence tags (ESTs) are available in the public databases. To gain molecular insight of this plant, high throughput transcriptome sequencing of leaf RNA was carried out using Illumina's HiSeq 2000 sequencing platform. A total of 22,161,444 single end reads were retrieved after quality filtering. Available (e.g., De-Bruijn/Eulerian graph) and in-house developed bioinformatics tools were used for assembly and annotation of transcriptome. A total of 101,141 assembled transcripts were obtained, with coverage size of 22.42 Mb and average length of 221 bp. Guanine-cytosine (GC) content was found to be 44%. Bioinformatics analysis, using non-redundant proteins, gene ontology (GO), enzyme commission (EC) and kyoto encyclopedia of genes and genomes (KEGG) databases, extracted all the known enzymes involved in saponin and flavonoid biosynthesis. Few genes of the alkaloid biosynthesis, along with anticancer and plant defense genes, were also discovered. Additionally, several cytochrome P450 (CYP450) and glycosyltransferase unique sequences were also found. We identified simple sequence repeat motifs in transcripts with an abundance of di-nucleotide simple sequence repeat (SSR; 43.1%) markers. Large scale expression profiling through Reads per Kilobase per Million mapped reads (RPKM) showed major genes involved in different metabolic pathways of the plant. Genes, expressed sequence tags (ESTs) and unique sequences from this study provide an important resource for the scientific community, interested in the molecular genetics and functional genomics of C. borivilianum. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24344184,3871425,https://www.ncbi.nlm.nih.gov/pubmed/24344184,"Loss of Arp2/3 induces an NF-κB-dependent, nonautonomous effect on chemotactic signaling.",The Journal of cell biology,"Wu C, Haynes EM, Asokan SB, Simon JM, Sharpless NE, Baldwin AS, Davis IJ, Johnson GL, Bear JE","Arp2/3-branched actin is critical for cytoskeletal dynamics and cell migration. However, perturbations and diseases affecting this network have phenotypes that cannot be fully explained by cell-autonomous effects. In this paper, we report nonautonomous effects of Arp2/3 depletion. We show that, upon Arp2/3 depletion, the expression of numerous genes encoding secreted factors, including chemokines, growth factors, and matrix metalloproteases, was increased, a signature resembling the senescence-associated secretory phenotype. These factors affected epidermal growth factor chemotaxis in a nonautonomous way, resolving the recent contradictions about the role of Arp2/3 in chemotaxis. We demonstrate that these genes were activated by nuclear factor κB via a CCM2–MEKK3 pathway that has been implicated in hyperosmotic stress signaling. Consistent with this, Arp2/3-depleted cells showed misregulation of volume control and reduced actin in the submembranous cortex. The defects in osmotic signaling in the Arp2/3-depleted cells can be rescued by hypoosmotic treatment. Thus, perturbations of Arp2/3 have nonautonomous effects that should be considered when evaluating experimental manipulations and diseases affecting the Arp2/3-actin cytoskeleton."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24391640,3870325,https://www.ncbi.nlm.nih.gov/pubmed/24391640,Preparing unbiased T-cell receptor and antibody cDNA libraries for the deep next generation sequencing profiling.,Frontiers in immunology,"Mamedov IZ, Britanova OV, Zvyagin IV, Turchaninova MA, Bolotin DA, Putintseva EV, Lebedev YB, Chudakov DM","High-throughput sequencing has the power to reveal the nature of adaptive immunity as represented by the full complexity of T-cell receptor (TCR) and antibody (IG) repertoires, but is at present severely compromised by the quantitative bias, bottlenecks, and accumulated errors that inevitably occur in the course of library preparation and sequencing. Here we report an optimized protocol for the unbiased preparation of TCR and IG cDNA libraries for high-throughput sequencing, starting from thousands or millions of live cells in an investigated sample. Critical points to control are revealed, along with tips that allow researchers to minimize quantitative bias, accumulated errors, and cross-sample contamination at each stage, and to enhance the subsequent bioinformatic analysis. The protocol is simple, reliable, and can be performed in 1-2 days. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24362817,4352302,https://www.ncbi.nlm.nih.gov/pubmed/24362817,Germline loss-of-function mutations in LZTR1 predispose to an inherited disorder of multiple schwannomas.,Nature genetics,"Piotrowski A, Xie J, Liu YF, Poplawski AB, Gomes AR, Madanecki P, Fu C, Crowley MR, Crossman DK, Armstrong L, Babovic-Vuksanovic D, Bergner A, Blakeley JO, Blumenthal AL, Daniels MS, Feit H, Gardner K, Hurst S, Kobelka C, Lee C, Nagy R, Rauen KA, Slopis JM, Suwannarat P, Westman JA, Zanko A, Korf BR, Messiaen LM","Constitutional SMARCB1 mutations at 22q11.23 have been found in ∼50% of familial and <10% of sporadic schwannomatosis cases. We sequenced highly conserved regions along 22q from eight individuals with schwannomatosis whose schwannomas involved somatic loss of one copy of 22q, encompassing SMARCB1 and NF2, with a different somatic mutation of the other NF2 allele in every schwannoma but no mutation of the remaining SMARCB1 allele in blood and tumor samples. LZTR1 germline mutations were identified in seven of the eight cases. LZTR1 sequencing in 12 further cases with the same molecular signature identified 9 additional germline mutations. Loss of heterozygosity with retention of an LZTR1 mutation was present in all 25 schwannomas studied. Mutations segregated with disease in all available affected first-degree relatives, although four asymptomatic parents also carried an LZTR1 mutation. Our findings identify LZTR1 as a gene predisposing to an autosomal dominant inherited disorder of multiple schwannomas in ∼80% of 22q-related schwannomatosis cases lacking mutation in SMARCB1. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24362460,4024075,https://www.ncbi.nlm.nih.gov/pubmed/24362460,Engineered chromosome-based genetic mapping establishes a 3.7 Mb critical genomic region for Down syndrome-associated heart defects in mice.,Human genetics,"Liu C, Morishima M, Jiang X, Yu T, Meng K, Ray D, Pao A, Ye P, Parmacek MS, Yu YE","Trisomy 21 (Down syndrome, DS) is the most common human genetic anomaly associated with heart defects. Based on evolutionary conservation, DS-associated heart defects have been modeled in mice. By generating and analyzing mouse mutants carrying different genomic rearrangements in human chromosome 21 (Hsa21) syntenic regions, we found the triplication of the Tiam1-Kcnj6 region on mouse chromosome 16 (Mmu16) resulted in DS-related cardiovascular abnormalities. In this study, we developed two tandem duplications spanning the Tiam1-Kcnj6 genomic region on Mmu16 using recombinase-mediated genome engineering, Dp(16)3Yey and Dp(16)4Yey, spanning the 2.1 Mb Tiam1-Il10rb and 3.7 Mb Ifnar1-Kcnj6 regions, respectively. We found that Dp(16)4Yey/+, but not Dp(16)3Yey/+, led to heart defects, suggesting the triplication of the Ifnar1-Kcnj6 region is sufficient to cause DS-associated heart defects. Our transcriptional analysis of Dp(16)4Yey/+ embryos showed that the Hsa21 gene orthologs located within the duplicated interval were expressed at the elevated levels, reflecting the consequences of the gene dosage alterations. Therefore, we have identified a 3.7 Mb genomic region, the smallest critical genomic region, for DS-associated heart defects, and our results should set the stage for the final step to establish the identities of the causal gene(s), whose elevated expression(s) directly underlie this major DS phenotype."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24363272,3983684,https://www.ncbi.nlm.nih.gov/pubmed/24363272,Extensive regulation of the non-coding transcriptome by hypoxia: role of HIF in releasing paused RNApol2.,EMBO reports,"Choudhry H, Schödel J, Oikonomopoulos S, Camps C, Grampp S, Harris AL, Ratcliffe PJ, Ragoussis J, Mole DR","Hypoxia is central to both ischaemic and neoplastic diseases. However, the non-coding transcriptional response to hypoxia is largely uncharacterized. We undertook integrated genomic analyses of both non-coding and coding transcripts using massively parallel sequencing and interfaced this data with pan-genomic analyses of hypoxia-inducible factor (HIF) and RNApol2 binding in hypoxic cells. These analyses revealed that all classes of RNA are profoundly regulated by hypoxia and implicated HIF as a major direct regulator of both the non-coding and coding transcriptome, acting predominantly through release of pre-bound promoter-paused RNApol2. These findings indicate that the transcriptional response to hypoxia is substantially more extensive than previously considered. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24365140,3972371,https://www.ncbi.nlm.nih.gov/pubmed/24365140,Nasopharyngeal Proteobacteria are associated with viral etiology and acute wheezing in children with severe bronchiolitis.,The Journal of allergy and clinical immunology,"Hyde ER, Petrosino JF, Piedra PA, Camargo CA, Espinola JA, Mansbach JM",
Illumina Hiseq,2013,2013/12/1:2013/12/31,24362818,3907271,https://www.ncbi.nlm.nih.gov/pubmed/24362818,Integrated genomic analysis identifies recurrent mutations and evolution patterns driving the initiation and progression of follicular lymphoma.,Nature genetics,"Okosun J, Bödör C, Wang J, Araf S, Yang CY, Pan C, Boller S, Cittaro D, Bozek M, Iqbal S, Matthews J, Wrench D, Marzec J, Tawana K, Popov N, O'Riain C, O'Shea D, Carlotti E, Davies A, Lawrie CH, Matolcsy A, Calaminici M, Norton A, Byers RJ, Mein C, Stupka E, Lister TA, Lenz G, Montoto S, Gribben JG, Fan Y, Grosschedl R, Chelala C, Fitzgibbon J","Follicular lymphoma is an incurable malignancy, with transformation to an aggressive subtype representing a critical event during disease progression. Here we performed whole-genome or whole-exome sequencing on 10 follicular lymphoma-transformed follicular lymphoma pairs followed by deep sequencing of 28 genes in an extension cohort, and we report the key events and evolutionary processes governing tumor initiation and transformation. Tumor evolution occurred through either a 'rich' or 'sparse' ancestral common progenitor clone (CPC). We identified recurrent mutations in linker histone, JAK-STAT signaling, NF-κB signaling and B cell developmental genes. Longitudinal analyses identified early driver mutations in chromatin regulator genes (CREBBP, EZH2 and KMT2D (MLL2)), whereas mutations in EBF1 and regulators of NF-κB signaling (MYD88 and TNFAIP3) were gained at transformation. Collectively, this study provides new insights into the genetic basis of follicular lymphoma and the clonal dynamics of transformation and suggests that personalizing therapies to target key genetic alterations in the CPC represents an attractive therapeutic strategy. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24365461,3939688,https://www.ncbi.nlm.nih.gov/pubmed/24365461,Melatonin in the mammalian olfactory bulb.,Neuroscience,"Corthell JT, Olcese J, Trombley PQ","Melatonin is a neurohormone associated with circadian rhythms. A diurnal rhythm in olfactory sensitivity has been previously reported and melatonin receptor mRNAs have been observed in the olfactory bulb, but the effects of melatonin in the olfactory bulb have not been explored. First, we corroborated data from a previous study that identified melatonin receptor messenger RNAs in the olfactory bulb. We then investigated whether melatonin treatment would affect cells in the olfactory bulbs of rats. Using a combination of polymerase chain reaction (PCR), quantitative PCR (qPCR), cell culture, and electrophysiology, we discovered that melatonin receptors and melatonin synthesis enzymes were present in the olfactory bulb and we observed changes in connexin43 protein, GluR1 mRNA, GluR2 mRNA, Per1 mRNA, Cry2 mRNA, and K(+) currents in response to 2-iodomelatonin. Via qPCR, we observed that messenger RNAs encoding melatonin receptors and melatonin biosynthesis enzymes fluctuated in the olfactory bulb across 24h. Together, these data show that melatonin receptors are present in the olfactory bulb and likely affect olfactory function. Additionally, these data suggest that melatonin may be locally synthesized in the olfactory bulb. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24358981,3878109,https://www.ncbi.nlm.nih.gov/pubmed/24358981,Global RNA sequencing reveals that genotype-dependent allele-specific expression contributes to differential expression in rice F1 hybrids.,BMC plant biology,"Song G, Guo Z, Liu Z, Cheng Q, Qu X, Chen R, Jiang D, Liu C, Wang W, Sun Y, Zhang L, Zhu Y, Yang D","Extensive studies on heterosis in plants using transcriptome analysis have identified differentially expressed genes (DEGs) in F1 hybrids. However, it is not clear why yield in heterozygotes is superior to that of the homozygous parents or how DEGs are produced. Global allele-specific expression analysis in hybrid rice has the potential to answer these questions."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24359881,4062844,https://www.ncbi.nlm.nih.gov/pubmed/24359881,"The draft genome of a socially polymorphic halictid bee, Lasioglossum albipes.",Genome biology,"Kocher SD, Li C, Yang W, Tan H, Yi SV, Yang X, Hoekstra HE, Zhang G, Pierce NE, Yu DW","Taxa that harbor natural phenotypic variation are ideal for ecological genomic approaches aimed at understanding how the interplay between genetic and environmental factors can lead to the evolution of complex traits. Lasioglossum albipes is a polymorphic halictid bee that expresses variation in social behavior among populations, and common-garden experiments have suggested that this variation is likely to have a genetic component."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24359686,4053735,https://www.ncbi.nlm.nih.gov/pubmed/24359686,Transcriptomics-based screen for genes induced by flagellin and repressed by pathogen effectors identifies a cell wall-associated kinase involved in plant immunity.,Genome biology,"Rosli HG, Zheng Y, Pombo MA, Zhong S, Bombarely A, Fei Z, Collmer A, Martin GB","Microbe-associated molecular patterns, such as those present in bacterial flagellin, are powerful inducers of the innate immune response in plants. Successful pathogens deliver virulence proteins, termed effectors, into the plant cell where they can interfere with the immune response and promote disease. Engineering the plant immune system to enhance disease resistance requires a thorough understanding of its components."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24361937,3982706,https://www.ncbi.nlm.nih.gov/pubmed/24361937,Faster-X adaptive protein evolution in house mice.,Genetics,"Kousathanas A, Halligan DL, Keightley PD","The causes of the large effect of the X chromosome in reproductive isolation and speciation have long been debated. The faster-X hypothesis predicts that X-linked loci are expected to have higher rates of adaptive evolution than autosomal loci if new beneficial mutations are on average recessive. Reproductive isolation should therefore evolve faster when contributing loci are located on the X chromosome. In this study, we have analyzed genome-wide nucleotide polymorphism data from the house mouse subspecies Mus musculus castaneus and nucleotide divergence from Mus famulus and Rattus norvegicus to compare rates of adaptive evolution for autosomal and X-linked protein-coding genes. We found significantly faster adaptive evolution for X-linked loci, particularly for genes with expression in male-specific tissues, but autosomal and X-linked genes with expression in female-specific tissues evolve at similar rates. We also estimated rates of adaptive evolution for genes expressed during spermatogenesis and found that X-linked genes that escape meiotic sex chromosome inactivation (MSCI) show rapid adaptive evolution. Our results suggest that faster-X adaptive evolution is either due to net recessivity of new advantageous mutations or due to a special gene content of the X chromosome, which regulates male function and spermatogenesis. We discuss how our results help to explain the large effect of the X chromosome in speciation. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24362309,3931570,https://www.ncbi.nlm.nih.gov/pubmed/24362309,A genetic screen for functional partners of condensin in fission yeast.,"G3 (Bethesda, Md.)","Robellet X, Fauque L, Legros P, Mollereau E, Janczarski S, Parrinello H, Desvignes JP, Thevenin M, Bernard P","Mitotic chromosome condensation is a prerequisite for the accurate segregation of chromosomes during cell division, and the conserved condensin complex a central player of this process. However, how condensin binds chromatin and shapes mitotic chromosomes remain poorly understood. Recent genome-wide binding studies showing that in most species condensin is enriched near highly expressed genes suggest a conserved link between condensin occupancy and high transcription rates. To gain insight into the mechanisms of condensin binding and mitotic chromosome condensation, we searched for factors that collaborate with condensin through a synthetic lethal genetic screen in the fission yeast Schizosaccharomyces pombe. We isolated novel mutations affecting condensin, as well as mutations in four genes not previously implicated in mitotic chromosome condensation in fission yeast. These mutations cause chromosome segregation defects similar to those provoked by defects in condensation. We also identified a suppressor of the cut3-477 condensin mutation, which largely rescued chromosome segregation during anaphase. Remarkably, of the five genes identified in this study, four encode transcription co-factors. Our results therefore provide strong additional evidence for a functional connection between chromosome condensation and transcription. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24362841,3919567,https://www.ncbi.nlm.nih.gov/pubmed/24362841,PennSeq: accurate isoform-specific gene expression quantification in RNA-Seq by modeling non-uniform read distribution.,Nucleic acids research,"Hu Y, Liu Y, Mao X, Jia C, Ferguson JF, Xue C, Reilly MP, Li H, Li M","Correctly estimating isoform-specific gene expression is important for understanding complicated biological mechanisms and for mapping disease susceptibility genes. However, estimating isoform-specific gene expression is challenging because various biases present in RNA-Seq (RNA sequencing) data complicate the analysis, and if not appropriately corrected, can affect isoform expression estimation and downstream analysis. In this article, we present PennSeq, a statistical method that allows each isoform to have its own non-uniform read distribution. Instead of making parametric assumptions, we give adequate weight to the underlying data by the use of a non-parametric approach. Our rationale is that regardless what factors lead to non-uniformity, whether it is due to hexamer priming bias, local sequence bias, positional bias, RNA degradation, mapping bias or other unknown reasons, the probability that a fragment is sampled from a particular region will be reflected in the aligned data. This empirical approach thus maximally reflects the true underlying non-uniform read distribution. We evaluate the performance of PennSeq using both simulated data with known ground truth, and using two real Illumina RNA-Seq data sets including one with quantitative real time polymerase chain reaction measurements. Our results indicate superior performance of PennSeq over existing methods, particularly for isoforms demonstrating severe non-uniformity. PennSeq is freely available for download at http://sourceforge.net/projects/pennseq. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24359412,3890597,https://www.ncbi.nlm.nih.gov/pubmed/24359412,The neuropeptide complement of the marine annelid Platynereis dumerilii.,BMC genomics,"Conzelmann M, Williams EA, Krug K, Franz-Wachtel M, Macek B, Jékely G","The marine annelid Platynereis dumerilii is emerging as a powerful lophotrochozoan experimental model for evolutionary developmental biology (evo-devo) and neurobiology. Recent studies revealed the presence of conserved neuropeptidergic signaling in Platynereis, including vasotocin/neurophysin, myoinhibitory peptide and opioid peptidergic systems. Despite these advances, comprehensive peptidome resources have yet to be reported."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24359620,3878173,https://www.ncbi.nlm.nih.gov/pubmed/24359620,Differential transcriptome analysis of glandular and filamentous trichomes in Artemisia annua.,BMC plant biology,"Soetaert SS, Van Neste CM, Vandewoestyne ML, Head SR, Goossens A, Van Nieuwerburgh FC, Deforce DL","The medicinal plant Artemisia annua is covered with filamentous trichomes and glandular, artemisinin producing trichomes. A high artemisinin supply is needed at a reduced cost for treating malaria. Artemisinin production in bioreactors can be facilitated if a better insight is obtained in the biosynthesis of artemisinin and other metabolites. Therefore, metabolic activities of glandular and filamentous trichomes were investigated at the transcriptome level."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24359724,3878137,https://www.ncbi.nlm.nih.gov/pubmed/24359724,"Genome sequencing and molecular characterisation of Staphylococcus aureus ST772-MRSA-V, ""Bengal Bay Clone"".",BMC research notes,"Monecke S, Baier V, Coombs GW, Slickers P, Ziegler A, Ehricht R",The PVL-positive ST772-MRSA-V is an emerging community-associated (CA-) MRSA clone that has been named Bengal Bay Clone since most patients have epidemiological connections to the Indian subcontinent. It is found increasingly common in other areas of the world.
Illumina Hiseq,2013,2013/12/1:2013/12/31,24376800,3869819,https://www.ncbi.nlm.nih.gov/pubmed/24376800,A mutant Brassica napus (canola) population for the identification of new genetic diversity via TILLING and next generation sequencing.,PloS one,"Gilchrist EJ, Sidebottom CH, Koh CS, Macinnes T, Sharpe AG, Haughn GW","We have generated a Brassica napus (canola) population of 3,158 EMS-mutagenised lines and used TILLING to demonstrate that the population has a high enough mutation density that it will be useful for identification of mutations in genes of interest in this important crop species. TILLING is a reverse genetics technique that has been successfully used in many plant and animal species. Classical TILLING involves the generation of a mutagenised population, followed by screening of DNA samples using a mismatch-specific endonuclease that cleaves only those PCR products that carry a mutation. Polyacrylamide gel detection is then used to visualise the mutations in any gene of interest. We have used this TILLING technique to identify 432 unique mutations in 26 different genes in B. napus (canola cv. DH12075). This reflects a mutation density ranging from 1/56 kb to 1/308 kb (depending on the locus) with an average of 1/109 kb. We have also successfully verified the utility of next generation sequencing technology as a powerful approach for the identification of rare mutations in a population of plants, even in polyploid species such as B. napus. Most of the mutants we have identified are publically available. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24376564,3869713,https://www.ncbi.nlm.nih.gov/pubmed/24376564,RAPID-SELEX for RNA aptamers.,PloS one,"Szeto K, Latulippe DR, Ozer A, Pagano JM, White BS, Shalloway D, Lis JT, Craighead HG","Aptamers are high-affinity ligands selected from DNA or RNA libraries via SELEX, a repetitive in vitro process of sequential selection and amplification steps. RNA SELEX is more complicated than DNA SELEX because of the additional transcription and reverse transcription steps. Here, we report a new selection scheme, RAPID-SELEX (RNA Aptamer Isolation via Dual-cycles SELEX), that simplifies this process by systematically skipping unnecessary amplification steps. Using affinity microcolumns, we were able to complete a multiplex selection for protein targets, CHK2 and UBLCP1, in a third of the time required for analogous selections using a conventional SELEX approach. High-throughput sequencing of the enriched pools from both RAPID and SELEX revealed many identical candidate aptamers from the starting pool of 5 × 10(15) sequences. For CHK2, the same sequence was preferentially enriched in both selections as the top candidate and was found to bind to its respective target. These results demonstrate the efficiency and, most importantly, the robustness of our selection scheme. RAPID provides a generalized approach that can be used with any selection technology to accelerate the rate of aptamer discovery, without compromising selection performance."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24352003,6506563,https://www.ncbi.nlm.nih.gov/pubmed/24352003,Metagenomic analysis reveals significant changes of microbial compositions and protective functions during drinking water treatment.,Scientific reports,"Chao Y, Ma L, Yang Y, Ju F, Zhang XX, Wu WM, Zhang T","The metagenomic approach was applied to characterize variations of microbial structure and functions in raw (RW) and treated water (TW) in a drinking water treatment plant (DWTP) at Pearl River Delta, China. Microbial structure was significantly influenced by the treatment processes, shifting from Gammaproteobacteria and Betaproteobacteria in RW to Alphaproteobacteria in TW. Further functional analysis indicated the basic metabolic functions of microorganisms in TW did not vary considerably. However, protective functions, i.e. glutathione synthesis genes in 'oxidative stress' and 'detoxification' subsystems, significantly increased, revealing the surviving bacteria may have higher chlorine resistance. Similar results were also found in glutathione metabolism pathway, which identified the major reaction for glutathione synthesis and supported more genes for glutathione metabolism existed in TW. This metagenomic study largely enhanced our knowledge about the influences of treatment processes, especially chlorination, on bacterial community structure and protective functions (e.g. glutathione metabolism) in ecosystems of DWTPs. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24394560,5528550,https://www.ncbi.nlm.nih.gov/pubmed/24394560,Breast tumor PDXs are genetically plastic and correspond to a subset of aggressive cancers prone to relapse.,Molecular oncology,"du Manoir S, Orsetti B, Bras-Gonçalves R, Nguyen TT, Lasorsa L, Boissière F, Massemin B, Colombo PE, Bibeau F, Jacot W, Theillet C","Patient derived xenografts (PDXs) are increasingly appreciated models in cancer research, particularly for preclinical testing, as they reflect the patient's tumor biology more accurately than cancer cell lines. We have established a collection of 20 breast PDXs and characterized their biological and clinical features, as well as their genetic stability. While most PDXs originated from triple negative breast cancers (70%), our collection comprised five ER + cases (25%). Remarkably, the tumors that produced PDXs derived from a subset of aggressive breast cancers with a high proportion of grade 3 tumors and reduced recurrence-free survival. Consistent with this, we found significant differences between the transcriptomic signatures of tumors that produced a PDX (Take) and those that did not (No Take). The PDXs faithfully recapitulate the histological features of their primary tumors, and retain an excellent conservation of molecular classification assignment and Copy Number Change (CNC). Furthermore, the CNC profiles of different PDXs established from the same tumor overlap significantly. However, a small fraction of CNCs in the primary tumor that correspond to oligoclonal events were gradually lost during sequential passaging, suggesting that the PDXs' genetic structure eventually stabilizes around a dominant clone present in the tumor of origin. Finally, de novo occurring genetic events covering up to 9% of the genome were found in only a minority of the PDXs, showing that PDXs have limited genetic instability. These data show that breast cancer PDXs represent a subset of aggressive tumors prone to relapse, and that despite of an excellent conservation of original features, they remain genetically dynamic elements."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24354456,4261992,https://www.ncbi.nlm.nih.gov/pubmed/24354456,Experimental evidence for ecological selection on genome variation in the wild.,Ecology letters,"Gompert Z, Comeault AA, Farkas TE, Feder JL, Parchman TL, Buerkle CA, Nosil P","Understanding natural selection's effect on genetic variation is a major goal in biology, but the genome-scale consequences of contemporary selection are not well known. In a release and recapture field experiment we transplanted stick insects to native and novel host plants and directly measured allele frequency changes within a generation at 186,576 genetic loci. We observed substantial, genome-wide allele frequency changes during the experiment, most of which could be attributed to random mortality (genetic drift). However, we also documented that selection affected multiple genetic loci distributed across the genome, particularly in transplants to the novel host. Host-associated selection affecting the genome acted on both a known colour-pattern trait as well as other (unmeasured) phenotypes. We also found evidence that selection associated with elevation affected genome variation, although our experiment was not designed to test this. Our results illustrate how genomic data can identify previously underappreciated ecological sources and phenotypic targets of selection."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24355041,4057522,https://www.ncbi.nlm.nih.gov/pubmed/24355041,Integrative analyses of gene expression and DNA methylation profiles in breast cancer cell line models of tamoxifen-resistance indicate a potential role of cells with stem-like properties.,Breast cancer research : BCR,"Lin X, Li J, Yin G, Zhao Q, Elias D, Lykkesfeldt AE, Stenvang J, Brünner N, Wang J, Yang H, Bolund L, Ditzel HJ","Development of resistance to tamoxifen is an important clinical issue in the treatment of breast cancer. Tamoxifen resistance may be the result of acquisition of epigenetic regulation within breast cancer cells, such as DNA methylation, resulting in changed mRNA expression of genes pivotal for estrogen-dependent growth. Alternatively, tamoxifen resistance may be due to selection of pre-existing resistant cells, or a combination of the two mechanisms."
Illumina Hiseq,2013,2013/12/1:2013/12/31,24361269,4006976,https://www.ncbi.nlm.nih.gov/pubmed/24361269,Comparison of the vaginal microbial communities in women with recurrent genital HSV receiving acyclovir intravaginal rings.,Antiviral research,"Ursell LK, Gunawardana M, Chang S, Mullen M, Moss JA, Herold BC, Keller MJ, McDonald D, González A, Knight R, Baum MM","Vaginally administered antiviral agents may reduce the risk of HIV and HSV acquisition. Delivery of these drugs using intravaginal rings (IVRs) holds the potential benefits of improving adherence and decreasing systemic exposure, while maintaining steady-state drug levels in the vaginal tract. Elucidating how IVRs interact with the vaginal microbiome constitutes a critical step in evaluating the safety of these devices, as shifts the vaginal microbiome have been linked with several disease states. To date, clinical IVR trials have relied on culture-dependent methods that omit the high diversity of unculturable microbial population. Longitudinal, culture-independent characterization of the microbiota in vaginal samples from 6 women with recurrent genital HSV who used an acyclovir IVR was carried out and compared to the communities developing in biofilms on the IVR surface. The analysis utilized Illumina MiSeq sequence datasets generated from bar-coded amplicons of 16S rRNA gene fragments. Specific taxa in the vaginal communities of the study participants were found to be associated with the duration of recurrent genital HSV status and the number of HSV outbreaks. Taxonomic comparison of the vaginal and IVR biofilm communities did not reveal any significant differences, suggesting that the IVRs were not systematically enriched with members of the vaginal microbiome. Device usage did not alter the participants' vaginal microbial communities, within the confines of the current study design. Rigorous, molecular analysis of the effects of intravaginal devices on the corresponding microbial communities shows promise for integration with traditional approaches in the clinical evaluation of candidate products. "
Illumina Hiseq,2013,2013/12/1:2013/12/31,24360275,3989111,https://www.ncbi.nlm.nih.gov/pubmed/24360275,Rapid and pervasive changes in genome-wide enhancer usage during mammalian development.,Cell,"Nord AS, Blow MJ, Attanasio C, Akiyama JA, Holt A, Hosseini R, Phouanenavong S, Plajzer-Frick I, Shoukry M, Afzal V, Rubenstein JL, Rubin EM, Pennacchio LA, Visel A","Enhancers are distal regulatory elements that can activate tissue-specific gene expression and are abundant throughout mammalian genomes. Although substantial progress has been made toward genome-wide annotation of mammalian enhancers, their temporal activity patterns and global contributions in the context of developmental in vivo processes remain poorly explored. Here we used epigenomic profiling for H3K27ac, a mark of active enhancers, coupled to transgenic mouse assays to examine the genome-wide utilization of enhancers in three different mouse tissues across seven developmental stages. The majority of the ∼90,000 enhancers identified exhibited tightly temporally restricted predicted activity windows and were associated with stage-specific biological functions and regulatory pathways in individual tissues. Comparative genomic analysis revealed that evolutionary conservation of enhancers decreases following midgestation across all tissues examined. The dynamic enhancer activities uncovered in this study illuminate rapid and pervasive temporal in vivo changes in enhancer usage that underlie processes central to development and disease. "
